SK_ID_CURR,TARGET
100001,0.06518969193204063
100005,0.1170371821483537
100013,0.06775611612458206
100028,0.07134415278215209
100038,0.11838631061053102
100042,0.05400194455382445
100057,0.08043527123038546
100065,0.09995202748091948
100066,0.04869288405284272
100067,0.08485279815998825
100074,0.0638497692239299
100090,0.10838784909327473
100091,0.10506611566541024
100092,0.0918712234057543
100106,0.11899688048711686
100107,0.09165178196276459
100109,0.09383143479452664
100117,0.07360876418970877
100128,0.06702196069234431
100141,0.09096916281221827
100150,0.07172410929554664
100168,0.05349803112556581
100169,0.040226451921296105
100170,0.08125065233709435
100171,0.09606262017653765
100172,0.11659666399676426
100184,0.06836297173621554
100187,0.05839294853766673
100212,0.07552738595189887
100222,0.08700383069550464
100223,0.05629676341236931
100232,0.06513185967097357
100241,0.12480657392766578
100245,0.06937207255784647
100253,0.05800921949609986
100256,0.09284659484720661
100271,0.05348054935347711
100278,0.10898811535755665
100280,0.06352383352684686
100306,0.13093163350417278
100311,0.10254441687549022
100312,0.057266419739738506
100330,0.07941950665439748
100331,0.09096844244660018
100352,0.08090260353991692
100358,0.09809156117930641
100367,0.08327876225241361
100382,0.07646939656497181
100384,0.07106894622282206
100385,0.09055099669966662
100386,0.07476533547403295
100399,0.06478434061156084
100404,0.06751010415959065
100416,0.06040291711967326
100422,0.12085675353015662
100426,0.07571386634122419
100438,0.06634234729825153
100444,0.09534844591783279
100445,0.11189608001878651
100446,0.09660878634654523
100447,0.06039747266888734
100450,0.06698447099663168
100466,0.07853232474446624
100483,0.06693597607405699
100484,0.049669727744261954
100494,0.08280588724752065
100510,0.10763936239059155
100512,0.0564113090102459
100517,0.06935866972417491
100548,0.052084004853766415
100551,0.06617214692792531
100552,0.11686559426928467
100553,0.07987270276153284
100561,0.08993526488367948
100568,0.12550679742674234
100569,0.060435997002223935
100591,0.08945412488118604
100592,0.04973155046435055
100602,0.08762828294114469
100607,0.08065440348943809
100613,0.07582463177005759
100617,0.06653035753242799
100618,0.0920122963656719
100622,0.13893849814378664
100625,0.09376263032713911
100677,0.08156362009087599
100699,0.07807300190535593
100702,0.1332198096263941
100711,0.06605021120449268
100729,0.12723878698451943
100740,0.10846535190300707
100744,0.10155364453973866
100745,0.0928155778068384
100747,0.09682448321643594
100751,0.0995581707488363
100752,0.07825877588707332
100753,0.13288733872492936
100754,0.09770182226011935
100760,0.09500508597020746
100762,0.08607019523307961
100763,0.07693752541076758
100765,0.07527498598024818
100770,0.08977923193820511
100772,0.07537873225528485
100777,0.07962556816178311
100791,0.06660401456842882
100792,0.06317396215848949
100797,0.08613958775518242
100823,0.09119155090666681
100826,0.0915097338790908
100830,0.06063103810972498
100836,0.11193006600139442
100872,0.08226304991700002
100910,0.0868610159116488
100913,0.05999942440504667
100918,0.08621899428604007
100931,0.05574484987631969
100952,0.10665509728778423
100953,0.0713182795849359
100965,0.09619942908254094
100970,0.07292816170621153
100982,0.1045683524646636
100983,0.08334285448477317
100984,0.06660795688101273
100987,0.10676365999896958
100997,0.07681638411749646
100998,0.11640749837985229
101002,0.09353870345739022
101005,0.12296776500475129
101008,0.11627028154744037
101020,0.09659132628056945
101021,0.09266437286954081
101024,0.07606947632902282
101025,0.12260692739412592
101026,0.07704374383055752
101031,0.07085468514317847
101041,0.060972640160846886
101051,0.05192434934635188
101055,0.08838426236411279
101056,0.10329167742329011
101057,0.09843382521470743
101064,0.06456695123550864
101079,0.07977841831513698
101087,0.0800843154017617
101090,0.057168529351168874
101092,0.08440297281710477
101097,0.09462574871171868
101099,0.05391487370037019
101107,0.09185056207805586
101118,0.09213103089051336
101125,0.08477740026930343
101126,0.06996051238067721
101128,0.10117044702132129
101136,0.11356607324047607
101140,0.09459139138465172
101149,0.07037841881752623
101160,0.06657051537691157
101169,0.11123814789256078
101181,0.0740599607355019
101186,0.05432471070187713
101190,0.10108536902131551
101193,0.10788238252784546
101194,0.07939303067358612
101198,0.09012406162511483
101200,0.0628811175465213
101204,0.09423697286645955
101211,0.07002857858114167
101213,0.07362934896420202
101223,0.07675009783152156
101225,0.09608055178746189
101237,0.07226215948722667
101243,0.07424233974574339
101244,0.10888417905121983
101258,0.06402559028464518
101259,0.13258128815941145
101268,0.09946959119573281
101269,0.06784109846838042
101271,0.1065471398244314
101279,0.05914652101817987
101281,0.07724820131403415
101287,0.07342877858205402
101292,0.06082100028878179
101294,0.07166603629962667
101296,0.05981305749144165
101297,0.07516332731090188
101299,0.06247409125110775
101301,0.07627507679978339
101305,0.06914559727020456
101308,0.05910963350350995
101318,0.053011538990138794
101327,0.1007895539309082
101329,0.10429930196322705
101332,0.05585212875544175
101337,0.08400161039244408
101343,0.06202772125863814
101345,0.06781900565641441
101346,0.08645724191677807
101353,0.047152966282110284
101354,0.1025661780879598
101355,0.09169763111786475
101356,0.052561664587299724
101362,0.10253398364761684
101363,0.1283870141721206
101365,0.06997115934434286
101366,0.09335016803789131
101367,0.12026873719087347
101368,0.05131991886771882
101374,0.10721656792666621
101380,0.06451527401548277
101383,0.05595725200949413
101398,0.05038812089761942
101399,0.11931503542455903
101401,0.10567336981650931
101412,0.0942951181148305
101426,0.1048750770881599
101427,0.12876980306996336
101428,0.0934727839416339
101429,0.08374646919281895
101434,0.07363461269666878
101440,0.08904250345870222
101448,0.09242243066444486
101449,0.0789340618890927
101465,0.07334610386289768
101467,0.07458792571835937
101472,0.1294370393458967
101478,0.07478914406009354
101497,0.07634132866561796
101504,0.06763637653511216
101547,0.07577028085929333
101548,0.09387316427938178
101555,0.07458517223201432
101570,0.0862210096144555
101572,0.06951770025865073
101578,0.07578038714734717
101580,0.10007881088034451
101588,0.08977740825605511
101602,0.07721515667761955
101610,0.0910577233963478
101614,0.10801320342608212
101616,0.09108247750951853
101643,0.0937715670016508
101644,0.08888172222761
101649,0.08272945055939976
101650,0.09155233900567063
101665,0.05339702979328415
101667,0.10662019136746945
101669,0.05387853577222144
101674,0.09948606634527936
101675,0.07723792858316526
101678,0.0935752616056449
101682,0.08223120096810523
101686,0.08715845109213184
101697,0.13185097351401617
101700,0.0896767505742805
101711,0.06038463173427227
101714,0.046933606662813834
101715,0.10424372262088649
101728,0.08154733506127222
101732,0.06876080557409768
101757,0.07493016114201102
101758,0.09890550697235646
101759,0.09296810638828323
101762,0.047594244866027424
101764,0.07498233156740262
101780,0.10747535676596993
101784,0.08885903700451792
101789,0.06335408821578496
101816,0.07155343814908213
101819,0.06659309637219432
101827,0.0482166905585864
101863,0.09273683412133224
101867,0.10769185042846781
101870,0.06118098564336585
101873,0.10039482822472655
101878,0.077853011832963
101879,0.052597721234024085
101880,0.06518527575882996
101887,0.0976387559195112
101897,0.05641867145942365
101901,0.06711140087722982
